id,abstract_text
151F5ECE-FE41-4B22-8EF5-8F5325099B0F,"As species diverge, they accumulate nucleotide substitutions in their genomes at a rate approximately constant in time. Thus, substitutions serve as timepieces to infer species divergences. By incorporating information from the fossil record, the inferred speciation timings can be calibrated to geological time. This method, known as molecular-clock dating, has broad applications in evolutionary biology, such as studying the timing of spread of viral pandemics, ancient rates of diversification in animals and plants, the relationship of species evolution with past climate or extinction events, human evolution, or the origin of agriculture and animal domestication. Indeed, evolutionary timetrees provide much richer information about species histories than trees without temporal information, thus allowing the formulation and testing of hypotheses on evolutionary timescales.

Currently, Bayesian methods are the-state-of-the-art in molecular-clock dating as they allow flexible modelling of evolutionary processes and integration of fossil uncertainties in the analysis. Progresses in Bayesian clock-dating include stochastic models of rate variation among lineages (so-called relaxed clock models), modelling of trait evolution in extant and extinct taxa, and development of &quot;soft-bounds&quot; and flexible fossil calibration densities. While these advances have made the Bayesian method attractive for clock-dating, Bayesian computation relies on MCMC sampling which requires computationally expensive stochastic simulation, precluding the Bayesian method for analysis of large-scale datasets. This is unfortunate since large scale molecular datasets are now commonplace: several high-throughput genome sequencing projects have now been announced or are in progress and we expect a flood of genome-scale data for several thousand species (e.g. the 10K animal genomes and the UK's 66K eukaryotic genomes projects). This deluge of genome data has been accompanied by an explosive increase in the number of morphological datasets based on a computational revolution in comparative anatomy - the widespread deployment of X-Ray Tomography and photogrammetry resulting in vast databases of trait data: MorphoBank and Phenome10K now store over 64,200 surface scans for over 7,000 species. Computational tools capable of exploiting these newly generated datasets are now urgently required. For example, with current methods, inference of a 66K-species timetree would require at least 55 years of computing time (extrapolating from some of our previous analyses). Evidently, the efficiency of analytic methods has not kept apace with the volume of data available and increasingly required to tackle large scale questions in evolutionary biology. 

In this project we will overcome two major challenges in Bayesian clock dating of species divergences: (i) the mixing and computational limitations of MCMC algorithms in analyses of large datasets, and (ii) the limitations of current trait models of evolution in timetree inference. We will design novel MCMC algorithms to improve the mixing efficiency making use of new ideas about MCMC algorithm design and improve the computational efficiency through code improvement and parallelization. We will incorporate advanced trait models to infer timetrees of extant and fossil species. In particular, we will adapt trait models to analyse large genomic trait datasets such as RNA-seq expression data. The newly developed algorithms will be implemented in our MCMCtree software, and applied to several large-scale empirical datasets with densely sampled extant and fossil species. The data analyses will provide important motivations for method development and serve to showcase our new software by addressing fundamental questions in evolutionary biology. Our proposal addresses the BBSRC's strategic priorities of &quot;data driven biology&quot; and &quot;system approaches to the biosciences&quot;."
98B16D86-1FF0-47C6-B8C5-195676D280C3,"Cellular plasticity, the ability to undergo molecular and physical changes, is a key adaptive mechanism that enables organisms to develop, regenerate and respond to stress. In cancer, however, it is one of the major underlying causes for resistance to therapy. This process allows cells to transition to distinct states and thereby gain the ability to evade immune responses, to accumulate new mutations which could enable resistance to antiproliferative drugs, colonise other organs or help metastatic tumour cells to adapt to new environments. All of these can lead to tumour progression and/or recurrence. Plasticity manifests in many forms, but one of particular clinical relevance is cellular dormancy. Dormant cells enter a reversible cell cycle arrest named quiescence which enables them to resist to high levels of stress such as those encountered during tumour development or treatment, e.g. chemotherapy targeting cycling cells. There is increasing evidence indicating that tumours contain subpopulations of slow-cycling or entirely quiescent cells which can evade therapy.

Dormancy results from a complex equilibrium between DNA damage and cell growth processes, involving master regulators like the p53 and Rb proteins, to enable the cells to cope with increasing genomic instability and levels of stress. These processes are crucial during early tumour development and manifest as a consequence of various mutagenic insults accumulated in the genome. Yet, the specific mutational processes inducing cells into a dormant phenotype are completely unexplored. Moreover, the extent to which dormancy levels vary within a single tumour or between multiple affected individuals is unknown. Addressing these knowledge gaps could lead to a paradigm shift into cancer treatment management.

A cancer with particular relevance for the phenomenon of dormancy is oesophageal adenocarcinoma, an aggressive disease with consistently poor outcomes from both chemotherapy and immunotherapy and a 5-year survival rate of only 15%. We have shown that chemotherapy does not change the mutational make-up of this cancer significantly, suggesting that something beyond the genome must be driving resistance to this therapy. Literature evidence and our own analyses indicate that dormancy could play a role. I propose to investigate the mechanisms leading to dormancy in this cancer and their potential therapeutic relevance. Beyond oesophageal cancer, various other tumour types show evidence of this phenomenon. Brain tumours, particularly gliomas, show consistently high rates of dormancy which confers stem-like characteristics and resistance to standard therapeutic strategies. Sarcomas are highly metastatic, often due to latent micrometastases enabled by dormant cells. Understanding the emergence and clinical impact of dormancy in various cancer tissues could help rationalise tailored therapies for cancer patients.

Statistical methods such as matrix decomposition have recently enabled us to identify the distinctive genomic footprints of various mutagens (such as smoking or UV light) from DNA sequencing data. These inform us on how specific cancers developed and can be linked to gene expression programmes active in dormancy and their manifestation in the tissue. In this regard, I will employ and develop cutting edge statistics, data integration and artificial intelligence methods on bulk, single cell and imaging datasets from oesophageal, brain and bone cancers to elucidate the genomic drivers, spatial heterogeneity and therapeutic relevance of dormancy in tumours.

The aim of this proposal is to provide an integrated view of how dormancy arises as a result of various mutational processes in cancer and how this impacts the broader cellular architecture of the tumour. I will employ this knowledge to redesign how cancer treatment is allocated by predicting the risk of resistance to therapies where dormancy may play a role."
CC625D6D-1856-4EA6-8D50-0B03D59C746E,"Phylogenetic methods using genomic data have been used with great success to construct and study the evolutionary relationships between extant mammal species. However, due to methodological constraints, morphological data has so far been underutilised and this has become a limiting factor when trying to estimate patterns of divergence and extinction in the evolutionary history of this group. The proposed project aims to use recent advances in Bayesian statistical methods to reconstruct a species-level mammal phylogeny by combining morphology (from extant and extinct species) and genomic data (from extant species) and use the reconstructed phylogeny to unravel patterns of mammal evolution through time. Morphological data will come mainly from CT scan data obtained from previous work and online databases, which will also be supplemented with new scans from museum specimens taken over the course of the project. Genomic data will be obtained from online databases. The advantage of the proposed methodology is that fossil species will be used as dated tips in the phylogenetic reconstruction, which, together with extensive phylogenomic sampling from extant mammals, would provide more information about early mammalian evolution compared to previous studies. This reconstructed phylogeny can then be used to estimate rates of evolution and divergence times in order to place key evolutionary events in their geological/environmental context, allowing us to address a number of important questions, such as the relationship of mammal diversification and extinction to palaeoclimate or to understand the genetic basis of morphological innovation in this group. This could in turn provide useful inferences for the current climate crisis and how it may affect patterns of diversity and evolution in modern mammals and other vertebrates."
1B494B79-2B3A-4712-B906-EB716B41C7CB,"The ability to genetically engineer insects of medical and agricultural importance has opened the possibility of deliberately introducing genetic traits into insect populations as a way to alter their ability to either reproduce, to cause crop damage or to vector pathogens that cause disease. However, one thing is identifying the genetic trait that one would like to introduce into a modified insect; it is another thing completely to get that introduced trait to spread into a population. The reason this is difficult is that the added genetic trait usually does not improve the evolutionary fitness of those insects that harbour it, meaning that its representation in the population is unlikely to increase generation upon generation. In fact in some cases the genetic trait is designed to have a strong negative fitness effect on the population. In either of these scenarios this means that huge numbers, usually tens of millions and far in excess of the numbers in the local target population, need to be released in order to have an appreciable effect on the population. This is expensive and logistically challenging. Moreover, the effect lasts only as long as one can continue to release such numbers. Recent innovations in genetic control, such as 'gene drive', get round this problem by ensuring that there is a biased inheritance of the modification each generation, meaning that its frequency in the population can increase relatively rapidly. 

These types of approaches hold much promise because they are self-sustaining - only a few insects need to be released to have a long term effect - and they are species-specific because the traits are passed on by mating between insects of the same species. Many of these gene drive designs use genome editing tools such as CRISPR as their 'molecular motor' that works to bias the inheritance of the gene drive element among the sperm or eggs that an insect makes and contributes to the next generation. Making small changes to the duration and/or timing of the CRISPR element in the gene drive can drastically affect its performance in how likely it is to be inherited - limiting its expression only to the germline cells where it needs to be active can cause huge improvements in the fitness of insects carrying the drive element and therefore can increase its likelihood of penetrating a target population. Similarly, many gene drives contain also a genetic 'cargo', designed to produce some intended effect in insects carrying it - for example, activation of innate immune system against a pathogen or the production of proteins that interfere with parasite replication - and expression of these effects in insects, or tissues therein, not infected by the pathogen can be very costly. In both cases then, an ability to fine tune expression within the insect, in both time and space, can have a large effect in improving the efficacy. 

What we are proposing here is to: 1) dissect the process of sperm and egg formation in the ovary and testis, to the single cell level, and extract information on the DNA sequence of the genetic switches in the genome that control expression in the relevant cells necessary to ensure biased inheritance of the gene drive. We will then test these new switches to see if they improve the gene drive performance; 2) We will provide an additional level of exquisite specificity to the expression of the gene drive and/or its cargo by ensuring that each is only active in response to signals - such as RNA from the pathogen - that faithfully signal that expression should occur in that cell type. These RNA-based 'riboswitches' are very novel and proof of their ability to work in this system would have far reaching importance, not just in insect control but in improving the utility and specificity of genome editing in a range of applications including healthcare applications such as in vivo genome editing and CRISPR-based diagnostic assays."
8BBBCEAC-F4C4-4F56-A723-F1E3C3974AB2,"Large quantities of data are gathered in many domains of life, including the medical, financial, retail, industrial and social media domains. This data must be analysed such that its properties can be extracted and the underlying system understood. It is necessary to distinguish between the quantity of data, which may be large, and the information contained in the data, which may allow it to be represented, with acceptable accuracy, by a simple model. This simple model captures fundamental properties of the system, such that it can be used for the determination of the response of the system on new (unseen) data. An example of a simple model is a low degree polynomial, but this proposal considers a sparse model, which is another example of a simple model. A sparse model of a system is a model in which the dominant input variables (predictors) that determine the output, rather than all the input variables, are identified. Genomics provides an example of a sparse model because there are about 30,000 genes in the human body, but not all genes are associated directly with cancer. It is therefore desirable to identify the genes that are most directly associated with cancer, such that treatment is focused on the dominant contributory factors, rather than factors whose role in the cause of cancer is minor. 

Sparsity of the solution x of the linear algebraic equation Ax=b is imposed by regularisation in the 1-norm (the lasso). This is different from regularisation in the 2-norm (Tikhonov regularisation), which imposes stability on x. The lasso is not understood as well as Tikhonov regularisation because of the absence of a 1-norm matrix decomposition, but fundamental properties of a regularised solution of Ax=b are independent of the norm in which the regularisation is imposed. For example, a regularised solution in both norms must be stable and the error between it and the exact solution must be small. This proposal considers these properties of a regularised solution when regularisation by the lasso is used.

Computations on sparse models are, in general, simpler and faster than computations on exact dense models, which is advantageous, and important theoretical issues that must be addressed are considered in this proposal. A sparse model is an approximation of an exact dense model and there is therefore an error associated with a sparse model. A good sparse model is a model in which this error is small, and this sparse model is accepted because this small error is balanced by the greater physical insight allowed by a sparse model. Furthermore, a sparse model must be computationally reliable such that results derived from it are numerically stable, and thus a good sparse model must have a small error and be stable. It cannot, however, be assumed that all inputs yield an approximate input-output relationship that is sparse, stable and has a small error. It is therefore necessary to establish the class of inputs for which these properties are, and are not, satisfied. It follows that there are many issues to be considered before a sparse model can be used with confidence of its correctness. This proposal addresses these issues and it will include theoretical results and computational experiments. 
 
The benefits of the proposed research extend to the many areas in which a sparse model is used to model an input-output relationship. These applications include the medical, financial, retail, industrial and social media domains (as stated above). Apart from the computational advantages of a sparse model (stated above), the desirability of a sparse model follows from its simplicity, and it is therefore easier to obtain a physical understanding of the input-output relationship of the system."
6F4E70DB-BD56-4C96-95FF-090E9E7640AE,"The use of high throughput data measured through the use of microarrays has started a new era in clinical diagnostics and prognosis. Microarrays, which are currently used to measure DNA content and DNA methylation, enable the measurement of tens of thousands of variables in a single experiment. Generally, the situation may then be described as having a large set of covariates that can be used to predict survival outcome.
Typically such genomic data are high dimensional and consequently variable selection procedures such as Lasso and elastic nets are commonly used. However, these traditional variable selection procedures do not account for known, hierarchical relationships between data types. To take into account the differences between data types, it is proposed to explore different variable selection methods.
There is a need to understand the relationships between genomic data and clinical data and observations in clinical studies. Such data will typically comprise patient outcome, including, for example, response, tumour size and growth kinetics, progression-free survival and overall survival. In addition, data will also be available for adverse events, including duration and severity. Relating genomic data to the various forms of patient data on efficacy and safety is of importance in order to understand more about patient selection for individual therapies and potentially prognostics for the outcome. 

AstraZeneca (AZ) has collected different types of genomic data in a number of clinical studies for several drugs in development for the treatment of cancer. The genomic data collected include copy number variation, somatic mutation, methylation, mRNA, miRNA and protein expression data. The clinical studies, which include Phase, 1, Phase 2 and Phase 3 studies comprise patients with various tumour types including ovarian cancer, non-small cell lung cancer and other solid malignancies.

AZ have also identified suitable clinical studies or real-world evidence (RWE) databases in haematological and/or non-small cell lung cancer indications, which involve the collection of genomic data, and extract appropriate genomic data, together with longitudinal efficacy and safety data, all of which can be used in this project.

In this context, RWE is generally understood to mean the information derived from electronic health records (EHR), which are used to centralise data across sites of healthcare and allow for population-level modelling and pharma-covigilance. It has been argued that research and randomised clinical trials at the site of care can generate results with superior external validity compared to conventional clinical trials, and facilitate the participation of a number of patients that, otherwise, would not benefit from the treatment. Difficulties in building prognostic models from genomics and real-world data (RWD) include interpretability of large datasets and inference of treatment effects.

Aims

The project, in collaboration with AZ, comprises the study of non-small cell lung cancer (NSCLC) data to develop prognostic tools, predictive models and reproduction of biomolecular pathways. The aims are summarised as follows:
- Define predictive tools for time-to-event combining clinical data, which will include RWD and multicentre data, together with high-throughput genomic and transcriptomic data.
- Analyse and test the biological plausibility for each gene pathway and biomarker described in the prognostic model.
- Examine the predictive performance in RWD datasets and evaluate the feasibility of the prognostic tests with particular interest in improving false discovery rates from current techniques.
- Analyse and undertake improvements in the protocols of clinical trials or observational cohorts from a disease discovery, data analysis, results-oriented viewpoint.
The clinical usefulness of each prognostic model will be assessed in terms of its ability to predict clinical outcome in RWD"
86DE7044-A6CD-434E-B702-31D734121E64,"After one species splits into two, their genes and genomes will evolve independently. If the rate of evolution is constant over time, the genetic differences between species will accumulate at a fixed pace, proportional to the time of species separation. Thus molecules can serve as a clock, keeping time of species separation by the accumulated changes. If fossil records or geological events can be used to assign an absolute geological time to a species divergence event on the evolutionary tree, one can convert all calculated genetic distances into absolute geological times. This rationale for molecular clock dating has recently been extended to deal with variable evolutionary rate over time in the so-called relaxed-clock models. For fast-evolving viral DNA, the different sampling times of the viral sequences allows us to similarly calibrate the molecular and to obtain estimates of the absolute divergence times and evolutionary rates. In this project, we will develop statistical models of trait evolution, which will be used to analyse morphological trait data for both living and extinct species to generate fossil calibrations, which are crucially important to molecular dating analysis. Such models of trait evolution will also allow us to study the correlation between viral molecular sequence evolution and viral genotypes such as antigenic drift. We will apply the new methods to analyse real datasets to date major divergence events in the tree of life, such as the divergences of the human and the apes, the primates, the animals, and the flowering plants."
ADD7864F-1C1C-469E-8989-D4095AF9D9F3,"Admissions to National Health Service (NHS) hospitals in England have increased by 28% over the last decade and nearly half of all adults admitted are &gt;=65 years old. Some older adults age robustly but others develop frailty, a condition characterised by reduced ability to withstand stressors such as illness. In addition, approximately a third of adult inpatients have one or more chronic health conditions, and many patients are prescribed multiple long term medications, so called 'polypharmacy'. We aim to understand how older adults use emergency hospital services and journey through the hospital from admission to discharge. We will also explore factors, particularly related to prescription medications, associated with poor hospital outcomes such as inpatient death. The World Health Organisation declared 'Medication without harm' its 3rd global patient safety challenge in 2017 and a report commissioned by the Department of Health Policy Research Programme estimated medication errors cost the NHS &pound;98.5 million per year. Whilst medication related harm is widely recognised, more information is needed about which drugs confer the highest risk in which patients to inform safer prescribing practices. 

We will use data from 80 000 inpatient episodes of older adults (&gt;/=65 years old) admitted as an emergency to one tertiary NHS hospital (Addenbrooke's Hospital, Cambridge) over four years. Data is available for large scale retrospective analysis after an electronic patient record system was introduced in 2014. Information describing all aspects of admission from patient characteristics such as age group to information pertaining to bedside observations, prescription medications and blood tests are available. These data will have many repeated measurements over the admission duration, for example blood pressure measurements taken several times each day, leading to a very large and complex dataset. Therefore, anonymised patient records will be transferred to the European Bioinformatics Institute (EBI; Wellcome Genome Campus, Hinxton, Cambridge). EBI is a leading research institution focused on developing cutting-edge technologies to process and manage 'big' data. 

We will employ machine learning (ML), a type of artificial intelligence capable of visualising patterns within complex data, to explore the thousands of patient examples in our dataset. We will firstly define how many different types of hospital admission describe the majority of admissions in older adults and characterise these inpatient trajectories. For example, admission episodes may be characterised by their length (short versus prolonged) or hospital operational factors such as number of ward moves. Secondly, we will use ML to study how different prescribed medications, or combinations of medications, represent a pattern that is consistently associated with inpatient death. We can use known associations, such as the use of blood thinning medications and higher likelihood of death from bleeding, to educate the ML process. ML can then identify other prescribing patterns associated with inpatient death and explore whether certain patient characteristics or types of admission make patients more vulnerable. This will build a comprehensive picture of patient, treatment and hospital factors that impact on the eventual hospital outcome. Inpatient death is our primary outcome but other outcomes such as new admission to a care home following discharge can be considered. Finally, ML can simulate how the hospital outcome might change if a hypothetical alternative treatment plan was employed. For example, medications can be substituted with an alternative treatment to see how this would change the likelihood of death occurring. 

This research will describe use of acute hospital services by older adults and identify potentially inappropriate medications for further study. The Northeast-Newcastle &amp; North Tyneside research ethics service committee approved the study."
4DF50C04-B4EA-49DA-A650-A9AF5411C3E9,"Proteins are biological molecules that are the machinery of life involved in numerous biological processes such as the breakdown of food to provide energy and the defence of a cell against disease. Proteins adopt complex three-dimensional (3D) structures and the location of the atoms can be revealed experimentally. Knowledge of the 3D structure of a protein and its function often provides major insight into biological processes. In addition, this knowledge is of substantial benefit to the design of novel drugs. As a result of advances in biological research, particularly the sequencing of the genomes of humans, other animals and many bacteria, the scientific community is now determining or predicting the 3D structures for many proteins whose functions are not yet known. In addition computational methods can predict the possible structure of a protein from its chemical formula (its sequence). This project is to develop a computer-based approach to take a protein of experimentally-determined or predicted structure and suggest its function. Protein function is determined by the spatial position of critical residues and the environment of these residues. We will use a computer algorithm to learn the rules from known examples of protein structures and their functions. In particular the machine learning approach will be a combination of logic reasoning and quantitative predictions from a support vector machine using a novel method known as Support Vector Inductive Logic Programming (SVILP). SVILP has the benefits that logic rules are powerful in describing spatial relationships and can be readily understood. However logic rules are yes or no and for quantitative prediction (e.g. confidence or rank) we then feed the logic rules into a support vector machine. In this grant we will enhance this novel SVILP methodology. There will be two major results from the grant. First we will have developed an enhanced method to assign function to protein structure and develop a web server for use by the community. Second we will have developed an enhanced robust version of SVILP with its power benchmarked on a challenging application and in a form suitable for uptake by the community to apply our method to a wide range of problems."
E135D5F6-A017-460B-AB08-7B841DE8A834,"Background
--
Science is discovering the exciting world of genes, how they interact, how they differ from person to person and the process by which they ultimately form the templates for proteins, the building block of life. But genes are more complicated than we thought. It seems that genes can be transformed: somewhere between the DNA code for a gene and the final protein, genes can be 'spliced' to make different types of proteins and to form other molecules that interact with the gene system. 

In a healthy cell, this splicing is useful! It allows us to store the code for different proteins in a single gene. But splicing has been implicated in disease, in particular, Motor Neurone Disease (MND), a debilitating and poorly understood disease. Recently, researchers have found a small part of the genetic code (which we call C9ORF72) which may be a tiny clue in understanding MND, and it seems to have a huge effect on splicing. 

New technology is allowing us to uncover the world of genes. Technology developed to sequence the human genome allows us to measure the genes in a cell, right at the point where splicing happens: we call this RNA-Seq. But this sequencing generates LOTS of data, and the amount is increasing. In fact, it's increasing faster than computers are improving. If we want to analyse the data to uncover the world of splicing and the effect it has in MND, we need to create new computational tools which allow us to deal with the data using limited computing resources. 

The Problem
--
RNA-Seq presents us with millions of short sequences which represent the genes after splicing has occured. It's a bit like being presented with a huge bag of jigsaw pieces from thousands of different puzzles: how do the pieces fit together? How many types of picture are there? Which pictures occur most often? There is a lot of uncertainty in the problem, and so we use probabilities to express how the pieces might fit together, and thus how genes have been spliced. 

In recent work, I've examined how to make probabilistic algorithms like this one more efficient, now I will look at how to make use of this type of method in RNA-Seq data. My research will create such tools usings methods based on approximate Bayesian inference. I'll devise algorithms which can deal with these increasing quantities of data, and allow scientists to make statistical inferences from RNA-Seq data about splicing in disease. 

Transferring knowledge
--
To develop such tools, I'll draw inspiration from the related field of natural language processing. With the explosion of the web, data scientists have created methods for organising and categorising our data. One particular statistical method, called a &quot;topic model&quot;, closely resembles the analysis of RNA-Seq. With so much focus on the web, there have been lots of developments in topic models that we can borrow to make our algorithms for RNA-Seq faster and better. I'll investigate how we can transfer these ideas to RNA-Seq analysis. 

There are lots of statistical models that we might want to adapt to study disease through RNA-Seq. For example, we might want to build a time-series model of gene progression, or we might want to find groups of genes which follow the same pattern or trend. To get the maximum efficiency from the data, I'll build these models right in to the reverse-jigsaw problem described above. 

Investigating disease
--
My colleagues are in the process of collecting RNA-Seq data on MND. But the nature of the data will present unforeseen statistical challenges. For example, we might have unknown groupings in patients from whom we have data. I'll use the investigations into MND to inspire statistical models built around the RNA-Seq algorithms that I develop. These methods will be inspired by problems in MND research, but will lead to algorithms that can be used by the wider scientific community in experiments which involve RNA-Seq."
